Country,GA_Name,Formed,Description,Off_website,Address,Jurisdiction,wiki_infobox
Brazil,General Secretary of the Presidency,,,,,,
Brazil,Ministry of Infrastructure,1917-1920 (as Ministry of Roadways)July 1939 (People's Commissariat of Automobile Transport)[1],,Official website,"14, Victory Square, Kiev, Ukraine, 01135 [2]",,"{'Міністерство інфраструктури': 'Міністерство інфраструктури', nan: nan, 'Agency overview': 'Agency overview', 'Formed': ""1917-1920 (as Ministry of Roadways)July 1939 (People's Commissariat of Automobile Transport)[1]"", 'Preceding agencies': 'Ministry of Transportation of Ukraine (1992-2004)Ministry of Transportation and Communication (2004-2010)', 'Jurisdiction': 'Ukraine', 'Headquarters': '14, Victory Square, Kiev, Ukraine, 01135 [2]', 'Employees': '280 (2017)', 'Minister responsible': 'Vladyslav Krykliy[3], Minister of Infrastructure', 'Parent agency': 'Cabinet of Ministers', 'Child agencies': 'State Aviation AdministrationUkrainian RailwaysAuto-Roads (Ukraine)State Sea and River Fleet', 'Website': 'Official website'}"
Brazil,National Civil Aviation Agency of Brazil,"September 2005, 27; 14 years ago","The National Civil Aviation Agency, also known as ANAC, is the Brazilian civil aviation authority, created in 2005. It is headquartered in the Edifício Parque Cidade Corporate in Brasília.",,Old headquarters of ANAC,Brazil,"{'old headquarters of anac': 'Old headquarters of ANAC', 'agency overview': 'Agency overview', 'formed': 'September\xa02005, 27; 14\xa0years ago', 'preceding agency': 'Civil Aeronautics Administration', 'jurisdiction': 'Brazil', 'agency executive': 'José Ricardo Pataro Botelho de Queiroz, Diretor-presidente', 'parent agency': 'Ministério dos Transportes, Portos e Aviação Civil'}"
Brazil,Ministry of Regional Development,,,www.mdrap.ro,,,"{""ministry of regional development and public administration's logo"": ""Ministry of Regional Development and Public Administration's logo"", 'incumbentaugustin jianu actingsince\xa016 may 2017': 'IncumbentAugustin Jianu Actingsince\xa016 May 2017', 'formation': 'Created in 2012', 'website': 'www.mdrap.ro'}"
Brazil,Ministry of Tourism,1 January 2003,"The Ministry of Tourism is a cabinet-level federal ministry created on January 1, 2003. It is responsible for Embratur, the Brazilian Tourist Board.Developing tourism as a sustainable economic activity with a relevant role for the generation of jobs and foreign currency and providing social inclusion.",www.turismo.gov.br,"Brasília, Distrito Federal",,"{'formed': '1 January 2003', 'headquarters': 'Brasília, Distrito Federal', 'annual budget': 'R$ 500 million (2015)[1]', 'minister responsible': 'Marcelo Álvaro Antônio', 'website': 'www.turismo.gov.br'}"
Brazil,Ministry of Citizenship,1 January 2019,"The Ministry of Citizenship, created by the fusion of the Ministry of Social and Agrarian Development, Ministry of Culture and Ministry of Sports. It is a cabinet-level federal ministry in Brazil. The current Minister of citizenship is Onyx Lorenzoni.",www.gov.br/cidadania,"Brasília, Distrito Federal",,"{'formed': '1 January 2019', 'headquarters': 'Brasília, Distrito Federal', 'minister responsible': 'Onyx Lorenzoni', 'website': 'www.gov.br/cidadania'}"
Brazil,Administrative Council for Economic Defense,,"The Administrative Council for Economic Defense is Brazil's national competition regulator and an agency of the government of Brazil. Its stated goals are ""guiding, inspecting, preventing and investigating economic power abuse by exercising a custodial role in its prevention and repression"".",,,,
Brazil,Securities Commission,December 1976,"The Securities and Exchange Commission of Brazil is the securities market authority in Brazil. It regulates the capital markets in Brazil and all of its participant. This includes stock exchanges, public companies, financial intermediaries and investors.",http://www.cvm.gov.br,"Rio de Janeiro, Brazil",,"{'Comissão de Valores Mobiliários': 'Comissão de Valores Mobiliários', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'December 1976', 'Jurisdiction': 'Federative Republic of Brazil', 'Headquarters': 'Rio de Janeiro, Brazil', 'Employees': '450[1]', 'Agency executive': 'Maria Helena Santana, Chairperson', 'Website': 'http://www.cvm.gov.br'}"
Brazil,National Department of Mineral Production,,"The National Department of Mineral Production is a Brazilian federal agency under the Ministry of Mines and Energy, with headquarters in Brasilia, Distrito Federal, district and throughout the national territory, with representation by superintendents and police stations.",,,,
Brazil,National Nuclear Energy Commission,,"The National Nuclear Energy Commission is the Brazilian government agency responsible for orientation, planning, supervision, and control of the Brazil's nuclear program. The agency was created on 10 October 1956. The CNEN is under the direct control of the Ministry of Science and Technology.",www.cnen.gov.br,"Rio de Janeiro, Brazil",,"{nan: nan, 'Abbreviation': 'CNEN', 'Formation': '10 October 1956', 'Purpose': 'Nuclear research, development, control, supervision and safety', 'Headquarters': 'Rio de Janeiro, Brazil', 'President': 'Paulo Roberto Pertusi', 'Parent organization': 'Ministry of Science and Technology', 'Website': 'www.cnen.gov.br'}"
Brazil,Brazilian Institute of Environment and Renewable Natural Resources,"February 22, 1989","Brazilian Institute of the Environment and Renewable Natural Resources is the Brazilian Ministry of the Environment's administrative arm. IBAMA supports anti-deforestation of the Amazon, and implements laws against deforestation where the government ceases to implement.",ibama.gov.br,"Brasília, Distrito Federal, Brazil15°46′2″S 47°51′41″W﻿ / ﻿15.76722°S 47.86139°W",,"{'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis': 'Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'February 22, 1989', 'Jurisdiction': 'Federal government of Brazil', 'Headquarters': 'Brasília, Distrito Federal, Brazil15°46′2″S 47°51′41″W\ufeff / \ufeff15.76722°S 47.86139°W', 'Parent agency': 'Ministério do Meio Ambiente', 'Website': 'ibama.gov.br'}"
Brazil,Brazilian Institute of Geography and Statistics,29 May 1936, 84 years ago,"The Brazilian Institute of Geography and Statistics is the agency responsible for official collection of statistical, geographic, cartographic, geodetic and environmental information in Brazil.",ibge.gov.br,,29 May 1936
Brazil,Ministry of Justice and Public Security,3 July 1822,"The Ministry of Justice and Public Security, previously known as Ministry of Justice and Ministry of Justice and Citizenship, is a cabinet-level federal ministry in Brazil. The current minister is André Luiz de Almeida Mendonça.",www.justica.gov.br,"Brasília, Federal District",,"{'headquarters': 'Brasília, Federal District', 'ministry overview': 'Ministry overview', 'formed': '3 July 1822', 'annual budget': 'R$ 12,3 billion (2015)[1]', 'minister responsible': 'André Luiz Mendonça', 'website': 'www.justica.gov.br'}"
Brazil,Fundação Nacional do Índio,,Fundação Nacional do Índio or FUNAI is a Brazilian governmental protection agency for Indian interests and their culture.,,,,
Brazil,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,,"Coordenação de Aperfeiçoamento de Pessoal de Nível Superior is a Brazilian federal government agency under the Ministry of Education, responsible for quality assurance in undergraduate and postgraduate institutions in Brazil.",,,,
Brazil,National Institute of Metrology Standardization and Industrial Quality,,"The National Institute of Metrology, Standardization and Industrial Quality is a Brazilian federal autarchy, linked to MDIC, the Ministry of Development, Industry and Foreign Trade.In Brazil, certification bodies must be accredited by INMETRO.",www.inmetro.gov.br,"Rio de Janeiro, Brazil",,"{'abbreviation': 'INMETRO', 'formation': 'December\xa011, 1973 (46\xa0years ago)', 'purpose': 'National standards', 'headquarters': 'Rio de Janeiro, Brazil', 'official language': 'Portuguese', 'website': 'www.inmetro.gov.br'}"
Brazil,Brazilian Space Agency,"10 February 1994[1] (formerly the Brazilian space program, 1961-1993)","The Brazilian Space Agency is the civilian authority in Brazil responsible for the country's space program. It operates a spaceport at Alcântara, and a rocket launch site at Barreira do Inferno.",www.aeb.gov.br,"Brasília, Distrito Federal",,"{nan: nan, 'Agency overview': 'Agency overview', 'Abbreviation': 'AEB', 'Formed': '10 February 1994[1] (formerly the Brazilian space program, 1961-1993)', 'Type': 'Space agency', 'Headquarters': 'Brasília, Distrito Federal', 'Official language': 'Portuguese', 'Administrator': 'Carlos Augusto Teixeira de Moura[2]', 'Primary spaceport': 'Alcântara Launch Center', 'Owner': 'Government of Brazil', 'Annual budget': 'R$179.334 million / US$46.702 million (2019)[3]', 'Website': 'www.aeb.gov.br'}"
Brazil,Indian Protection Service,,Brazil's Indian Protection Service was a government agency created to administer indigenous affairs. It was created by President Nilo Peçanha in 1910 in response to pressure from Marshal Cândido Mariano da Silva Rondon and international accusations of indigenous genocide.,,,,
Brazil,Solicitor General of Brazil,,,www.agu.gov.br,,,"{nan: nan, 'IncumbentJosé Levi do Amaralsince\xa028 April 2020': 'IncumbentJosé Levi do Amaralsince\xa028 April 2020', 'Reports to': 'the President', 'Formation': '12 February 1993', 'Website': 'www.agu.gov.br'}"
Brazil,Codeplan,"December 10, 1964","Companhia de Planejamento do Distrito Federal - CODEPLAN is a company of the government of Federal District, Brazil, which is responsible for the actions of planning and development of that region.",http://www.codeplan.df.gov.br,"Brasília, Federal District, Brazil",,"{'Companhia de Planejamento do Distrito Federal': 'Companhia de Planejamento do Distrito Federal', nan: nan, 'Government-owned corporation overview': 'Government-owned corporation overview', 'Formed': 'December\xa010,\xa01964', 'Preceding Government-owned corporation': 'Companhia do Desenvolvimento do Planalto Central', 'Jurisdiction': 'Government of Federal District, Brazil', 'Headquarters': 'Brasília, Federal District, Brazil', 'Government-owned corporation executive': 'Júlio Flávio Gameiro Miragaya[1], President', 'Website': 'http://www.codeplan.df.gov.br'}"
Brazil,Cinemateca Brasileira,,"Cinemateca Brasileira is an institution located in Vila Mariana, São Paulo, responsible for the preservation of Brazilian audiovisual production.",,,,
Brazil,Sudene,,"The Superintendency for the Development of the Northeast, or Sudene for short, is a Brazilian governmental agency created in 1959, during the government of President Juscelino Kubitschek, to stimulate ...",,,,
Brazil,Casa Militar,,"The Casa Militar is an institution in Brazil designed primarily to protect the high interests of the state, the government and its people. Its duties, covering the safety of the highest authority of the state, the seat of government and ajudância-of-order of the president or governor.",,,,
Brazil,Brazilian Internet Steering Committee,"September 3, 2003; 16 years ago","The Brazilian Internet Steering Committee is a Brazilian government agency, first proposed in May 1995 by the then Ministry of Communication and the Ministry of Science and Technology, and officially created on 3 September 2003.",cgi.br,"São Paulo, São Paulo state",Brazil,"{'comitê gestor da internet no brasil': 'Comitê Gestor da Internet no Brasil', ""cgi.br's logo"": ""CGI.br's logo"", 'agency overview': 'Agency overview', 'formed': 'September\xa03, 2003; 16\xa0years ago', 'jurisdiction': 'Brazil', 'headquarters': 'São Paulo, São Paulo state', 'child agencies': 'NIC.brRegistro.brCert.brCetic.brCeptro.brCeweb.brIX.br', 'website': 'cgi.br'}"
Brazil,Aeronautical Accidents Investigation and Prevention Center,,Aeronautical Accidents Investigation and Prevention Center is a unit of the Brazilian Air Force that investigates aviation accidents and incidents in Brazil. It is headquartered in Brasília.,,,,
Brazil,National Petroleum Council,,"The National Petroleum Council is a Brazilian organization that was established in 1938 to ""supervise, regulate, and carry out the oil industry activities previously executed by the SFPM The SFPM was ...",,,,
Brazil,Public Prosecutor's Office,,"The Public Prosecutor's Office is the Brazilian body of independent public prosecutors at both the federal and state level. It operates independently from the three branches of government. It was once referred by constitutional lawyer and former president Michel Temer as a ""Fourth Branch"".",,,,
Brazil,Superintendência do Desenvolvimento da Amazônia,,Superintendência do Desenvolvimento da Amazônia is a local authority of the federal government of Brazil aiming to promote the development of the Amazon region by creating special financial and tax incentives.,,,,
Brazil,Instituto Nacional de Colonização e Reforma Agrária,,"The Instituto Nacional de Colonização e Reforma Agrária - INCRA is a federal government authority of the public administration of Brazil. INCRA administers the land reform issues.Its headquarters is at ""Edifício Palácio do Desenvolvimento"" at Brasília, Federal District.",,,,
Brazil,Ministry of the Environment,15 March 1985,The Ministry of Environment is a cabinet-level federal ministry in Brazil.,www.mma.gov.br,"Brasília, Distrito Federal",,"{'formed': '15 March 1985', 'headquarters': 'Brasília, Distrito Federal', 'annual budget': 'R$ 3,1 billion (2015)[1]', 'minister responsible': 'Ricardo Salles', 'website': 'www.mma.gov.br'}"
Brazil,Department of Airspace Control,,"Brazil's Department of Airspace Control is a governmental military organization of the Aeronautics Command, which in turn is subordinated to the Ministry of Defense.",,,,
Brazil,"Ministry of Development, Industry and Foreign Trade",22 July 1960,"The Ministry of Development, Industry and Foreign Trade was a cabinet-level federal ministry in Brazil. The last Minister of Development, Industry and Foreign Trade is Marcos Jorge de Lima.",www.desenvolvimento.gov.br,"Brasília, Distrito Federal",,"{'formed': '22 July 1960', 'headquarters': 'Brasília, Distrito Federal', 'annual budget': 'R$ 3,3 billion (2015)[1]', 'minister responsible': 'Marcos Jorge de Lima (acting)', 'website': 'www.desenvolvimento.gov.br'}"
Brazil,National Institute for Space Research,,"The National Institute for Space Research is a research unit of the Brazilian Ministry of Science, Technology and Innovation, the main goals of which are fostering scientific research and technological ...",www.inpe.br,"São José dos Campos,São Paulo, Brazil",,"{nan: nan, 'Abbreviation': 'INPE', 'Formation': 'April 22, 1971', 'Legal status': 'Active', 'Purpose': 'Space research', 'Headquarters': 'São José dos Campos,São Paulo, Brazil', 'Official language': 'Portuguese', 'Parent organization': 'Ministry of Science, Technology and Innovation', 'Website': 'www.inpe.br'}"
Brazil,NIC.br,,The Núcleo de Informação e Coordenação do Ponto BR is a non-profit organization created to implement the decisions and projects designed by the Brazilian Internet Steering Committee.,,,,
Brazil,Instituto Nacional de Meteorologia,,"Instituto Nacional de Meteorologia is the meteorological institute of Brazil. It is part of the Ministry of Agriculture, Livestock and Food Supply of Brazil. The director is Antonio Divino Moura, current first vice-president of the World Meteorological Organization.",,,,
Brazil,Public Procuracy of Brazil,,The State Prosecutor’s Office is a public organ connected to the Executive branch that aims to ensure an efficient management of public assets by representing the State as a legal entity in both domestic and international disputes and by giving legal counsel.,,,,
Brazil,Ministry of Labour and Employment,26 November 1930,The Ministry of Labour and Social Welfare was a cabinet-level federal ministry in Brazil. The last Minister of Labor was Ronaldo Nogueira.,www.mte.gov.br,"Brasília, Distrito Federal",,"{'formed': '26 November 1930', 'dissolved': '1 January 2019', 'headquarters': 'Brasília, Distrito Federal', 'annual budget': 'R$ 73,4 billion (2015)[1]', 'website': 'www.mte.gov.br'}"
Brazil,Central Bank of Brazil,,"The Central Bank of Brazil is Brazil's central bank. It was established on December 31, 1964.The Central Bank is linked with the Ministry of the Economy. Like other central banks, the Brazilian central bank is the principal monetary authority of the country.",www.bcb.gov.br,"Brasília, Federal District, Brazil",,"{'Headquarters': 'Brasília, Federal District, Brazil', nan: 'Headquarters', 'Coordinates': '15°48′11″S 47°53′08″W\ufeff / \ufeff15.803083°S 47.885510°WCoordinates: 15°48′11″S 47°53′08″W\ufeff / \ufeff15.803083°S 47.885510°W', 'Established': 'December 31, 1964', 'Ownership': '100% state ownership[1]', 'President': 'Roberto Campos Neto', 'Central\xa0bank\xa0of': 'Brazil', 'Currency': 'Brazilian realBRL\xa0(ISO 4217)', 'Reserves': '348 860 million USD[1]', 'Bank rate': '4.50%[2]', 'Website': 'www.bcb.gov.br'}"
Brazil,National Council for Scientific and Technological Development,,"The Brazilian National Council for Scientific and Technological Development is an organization of the Brazilian federal government under the Ministry of Science and Technology, dedicated to the promotion of scientific and technological research and to the formation of human resources for research in the country.",www.cnpq.br,"Brasília, Brazil",,"{'abbreviation': 'CNPq', 'formation': 'January 15, 1951', 'purpose': 'Science and technology research', 'headquarters': 'Brasília, Brazil', 'president': 'Glaucius Oliva', 'parent organization': 'Ministry of Science and Technology', 'website': 'www.cnpq.br'}"
Brazil,Brazilian Intelligence Agency,"December 7, 1999; 20 years ago",The Brazilian Intelligence Agency is the successor organization to the Serviço Nacional de Informações or National Information Service formed during the government of Humberto de Alencar Castelo Branco in the mid-1960s.,www.abin.gov.br,,,"{'agência brasileira de inteligência': 'Agência Brasileira de Inteligência', ""the brazilian intelligence agency's logo"": ""The Brazilian Intelligence Agency's logo"", 'agency overview': 'Agency overview', 'formed': 'December\xa07, 1999; 20\xa0years ago', 'preceding agency': 'Serviço Nacional de Informações', 'annual budget': '$250\xa0million (2007)[1]', 'agency executive': 'Alexandre Ramagem, Director General', 'parent agency': 'Presidency of the Federative Republic of Brazil (Institutional Security Office)', 'website': 'www.abin.gov.br'}"
Colombia,National Directorate of Taxes and Customs,,The National Directorate of Taxes and Customs is a government agency responsible for financial regulation and tax collection in Colombia. The agency falls under the Ministry of Finance and Public Credit and is based at Bogotá.,,,,
Colombia,Colombian Civil Aviation Authority,30 December 1993,"The Civil Aviation Authority of Colombia is a government agency of the Colombian Ministry of Transport. It is the agency in charge of regulating civil aviation, the aviation industry, and of managing the Colombian airspace. Aerocivil is also in charge of managing and controlling all of Colombia's public airports.",www.aerocivil.gov.co,"Avenida El Dorado 103-15Bogotá, D.C., Colombia",,"{'Unidad Administrativa Especial deAeronáutica Civil': 'Unidad Administrativa Especial deAeronáutica Civil', nan: nan, 'Agency overview': 'Agency overview', 'Formed': '30\xa0December\xa01993', 'Preceding agency': 'Civil Aviation Department', 'Headquarters': 'Avenida El Dorado 103-15Bogotá, D.C., Colombia', 'Annual budget': 'COP$587,487,600,000 (2012)[1]COP$707,471,297,562 (2013)[2]COP$921,685,751,000 (2014)[3]', 'Agency executives': 'Gustavo Alberto Lenis Steffens, DirectorCol Alfonso Lozano Ariza, Deputy Director', 'Parent agency': 'Ministry of Transport', 'Website': 'www.aerocivil.gov.co'}"
Colombia,National Administrative Department of Statistics,14 October 1953,"The National Administrative Department of Statistics, commonly referred to as DANE, is the Colombian Administrative Department responsible for the planning, compilation, analysis and dissemination of the official statistics of Colombia.",www.dane.gov.co,"Carrera 59 № 26-70Bogotá, D.C., Colombia04°38′49.28″N 74°05′44.03″W﻿ / ﻿4.6470222°N 74.0955639°W",,"{'departamento administrativo nacional de estadística': 'Departamento Administrativo Nacional de Estadística', 'logo of dane': 'Logo of DANE', 'agency overview': 'Agency overview', 'formed': '14\xa0October\xa01953', 'preceding agency': 'Dirección Nacional de Estadística', 'headquarters': 'Carrera 59 № 26-70Bogotá, D.C., Colombia04°38′49.28″N 74°05′44.03″W\ufeff / \ufeff4.6470222°N 74.0955639°W', 'annual budget': 'COP$131,918,723,871 (2012)[1]COP$186,986,848,123 (2013)[2]COP$371,929,146,839 (2014)[3]', 'agency executive': 'Mauricio Perfetti del Corral, Director', 'child agencies': 'FONDANEIGAC', 'key document': 'Decreto 2666 de 1953', 'website': 'www.dane.gov.co'}"
Colombia,National Planning Department,25 November 1958,"The National Planning Department Spanish: Departamento Nacional de Planeación is the executive administrative agency of Colombia in charge of defining, recommending and promoting public and economic policy.",www.dnp.gov.co,"Edificio FonadeCalle 26 № 13-19Bogotá, Colombia04°36′46.43″N 74°04′18.55″W﻿ / ﻿4.6128972°N 74.0718194°W",,"{'departamento nacional de planeación': 'Departamento Nacional de Planeación', 'agency overview': 'Agency overview', 'formed': '25\xa0November\xa01958', 'headquarters': 'Edificio FonadeCalle 26 № 13-19Bogotá, Colombia04°36′46.43″N 74°04′18.55″W\ufeff / \ufeff4.6128972°N 74.0718194°W', 'annual budget': 'COP$209,603,669,881 (2012)[1]COP$436,634,703,385 (2013)[2]COP$343,561,100,800 (2014)[3]', 'agency executive': 'Tatyana Orozco de la Cruz, Director', 'child agencies': 'SSPFNRFONADE', 'website': 'www.dnp.gov.co'}"
Colombia,Administrative Department of Public Service,18 November 1958,"The Administrative Department of Public Service is the Colombian executive administrative department in charge of formulating the general policies of public administration, especially in matters relating to civil service, management, internal control and streamlined procedures of the Executive Branch of Colombia.",www.funcionpublica.gov.co,"Carrera 6 № 12-62Bogotá, D.C., Colombia",,"{'Departamento Administrativo de la Función Pública': 'Departamento Administrativo de la Función Pública', nan: nan, 'Agency overview': 'Agency overview', 'Formed': '18\xa0November\xa01958', 'Preceding agency': 'Administrative Department of Civil Service', 'Headquarters': 'Carrera 6 № 12-62Bogotá, D.C., Colombia', 'Annual budget': 'COP$13,195,200,000 (2011)[1]COP$15,649,926,000 (2012)[2]COP$19,405,550,000 (2013)[3]', 'Agency executives': 'Fernando Antonio Grillo, DirectorClaudia Patricia Hernández León, Deputy Director', 'Child agency': 'ESAP', 'Website': 'www.funcionpublica.gov.co'}"
Colombia,Administrative Department of Security,"18 July, 1960","The Administrative Department of Security was the Security Service agency of Colombia, which was also responsible for border and immigration services. It was dissolved on 31 October 2011 as part of a wider Executive Reform, and was replaced by the Dirección Nacional de Inteligencia.",Website,"Cra 28 № 17 A-00 (Paloquemao) Bogotá, D.C., Colombia 4°36′54″N 74°5′14″W﻿ / ﻿4.61500°N 74.08722°W",,"{nan: nan, 'Motto': 'Lealtad, Valor, HonradezLoyalty, Valor, Honesty', 'Agency overview': 'Agency overview', 'Formed': '18 July, 1960', 'Preceding agencies': 'Departamento Administrativo del Servicio de Inteligencia ColombianoMigración Colombia', 'Dissolved': '31 October 2011', 'Superseding agency': 'National Intelligence Directorate (Colombia) (DNI)', 'Employees': '6,800[1]', 'Annual budget': 'COP$263,853,350,000(est. 2010)[2]', 'Jurisdictional structure': 'Jurisdictional structure', 'National agency': 'Colombia', 'Operations jurisdiction': 'Colombia', 'Constituting instrument': 'Decree 1717 of 1960', 'General nature': 'Civilian police', 'Operational structure': 'Operational structure', 'Overviewed by': 'Inspector General of ColombiaController General of Colombia', 'Headquarters': 'Cra 28 № 17 A-00 (Paloquemao) Bogotá, D.C., Colombia 4°36′54″N 74°5′14″W\ufeff / \ufeff4.61500°N 74.08722°W', 'Agency executives': 'Felipe Muñoz Gómez\xa0[es], DirectorJaime Andrés Polanco Barreto, Deputy Director', 'Child agencies': 'Academia Superior de Inteligencia y Seguridad PúblicaFondo Rotatorio del Departamento Administrativo de Seguridad', 'Notables': 'Notables', 'Programme': 'DAS Most Wanted Terrorists', 'Website': 'Website', 'www.das.gov.co': 'www.das.gov.co'}"
Colombia,"Ministry of Commerce, Industry and Tourism",27 December 2002[1],"The Ministry of Commerce, Industry and Tourism or MCIT, is the national executive ministry of the Government of Colombia concerned with promoting economic growth though trade, tourism and industrial growth.",www.mincomercio.gov.co,"Centro de Comercio InternacionalCalle 28 № 13 A–15Bogotá, D.C., Colombia04°36′56.40″N 74°04′16.48″W﻿ / ﻿4.6156667°N 74.0712444°W",,"{'Ministerio de Comercio, Industria y Turismo': 'Ministerio de Comercio, Industria y Turismo', nan: nan, 'Ministry overview': 'Ministry overview', 'Formed': '27\xa0December\xa02002[1]', 'Preceding agencies': 'Ministry of Foreign TradeMinistry of Economic Development', 'Headquarters': 'Centro de Comercio InternacionalCalle 28 № 13 A–15Bogotá, D.C., Colombia04°36′56.40″N 74°04′16.48″W\ufeff / \ufeff4.6156667°N 74.0712444°W', 'Annual budget': 'COP$599,063,957,867 (2012)[2]COP$672,507,972,786 (2013)[3]COP$571,581,879,281 (2014)[4]', 'Ministry executive': 'José Manuel Restrepo Abondano, Minister', 'Child agencies': 'ProexportBancóldexFiducoldexArtesanías de Colombia, S.A.National Guarantees Fund, S.A.Superintendency of Industry and CommerceSuperintendency of Corporations', 'Website': 'www.mincomercio.gov.co'}"
Colombia,Comptroller General of the Republic,,The Office of the Comptroller General of the Republic of Colombia is a Colombian independent government institution that acts as the highest form of fiscal control in the country.,,,,
Colombia,Ministry of Finance and Public Credit,18 July 1923,"The Ministry of Finance and Public Credit, is the national executive ministry of the Government of Colombia responsible for the financial and budgetary matters of the country as well as implementing the financial policies passed by Congress, equivalent to the finance ministries of other countries.",www.minhacienda.gov.co,Carrera 8 № 6-64Bogotá04°35′38.61″N 74°04′42.02″W﻿ / ﻿4.5940583°N 74.0783389°W,,"{'Ministerio de Hacienda y Crédito Público': 'Ministerio de Hacienda y Crédito Público', nan: nan, 'Ministry Headquarters in Bogotá': 'Ministry Headquarters in Bogotá', 'Ministry overview': 'Ministry overview', 'Formed': '18\xa0July\xa01923', 'Preceding agencies': 'Ministry of FinanceMinistry of the Treasury', 'Headquarters': 'Carrera 8 № 6-64Bogotá04°35′38.61″N 74°04′42.02″W\ufeff / \ufeff4.5940583°N 74.0783389°W', 'Annual budget': 'COP$9,304,856,303,466 (2012)[1]COP$12,645,417,534,968 (2013)[2]COP$18,101,483,002,550 (2014)[3]', 'Ministry executive': 'Alberto Carrasquilla Barrera, Minister', 'Child agencies': 'DIANUIAFSuperFinancieraSuperSolidariaFOGAFINFOGACOOP', 'Website': 'www.minhacienda.gov.co'}"
Colombia,Office of the Auditor General of Colombia,"June 29, 1999","The Office of the Auditor General of Colombia is an autonomous organ of the state, and its auditor of the Government of Colombia directly subordinate of the Office of the Inspector General of Colombia.",www.auditoria.gov.co,"Cra. 10 № 17-18, Piso 9Edificio ColsegurosBogotá, D.C., Colombia",,"{'Auditoría General de la República': 'Auditoría General de la República', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'June\xa029,\xa01999', 'Type': 'Control', 'Headquarters': 'Cra. 10 № 17-18, Piso 9Edificio ColsegurosBogotá, D.C., Colombia', 'Annual budget': 'COP$16,062,429,892(est. 2010)[1]', 'Agency executives': 'Iván Darío Gómez Lee, Auditor GeneralAna María Echeverry Álvarez, Auxiliary Auditor', 'Parent agency': 'Office of the Inspector General of Colombia', 'Key document': 'Decreto 1142 De 1999', 'Website': 'www.auditoria.gov.co'}"
Colombia,Superintendencia Financiera de Colombia,1923,"The Superintendencia Financiera de Colombia is the Colombian government agency responsible for overseeing financial regulation and market systems in order to preserve stability, security and confidence, and to promote, organize and develop the securities market.",www.superfinanciera.gov.co,Bogotá,Republic of Colombia,"{'superintendencia financiera de colombia': 'Superintendencia Financiera de Colombia', 'agency overview': 'Agency overview', 'formed': '1923', 'jurisdiction': 'Republic of Colombia', 'headquarters': 'Bogotá', 'website': 'www.superfinanciera.gov.co'}"
Colombia,Ombudsman's Office of Colombia,"December 15, 1992",The Ombudsman's Office of Colombia is the national government agency that is charged with overseeing the protection of civil and human rights within the legal framework of the Republic of Colombia.,www.defensoria.org.co,"Calle 55 № 10-32/46Bogotá, Colombia",,"{'defensoría del pueblo': 'Defensoría del Pueblo', ""logo of the ombudsman's office"": ""Logo of the Ombudsman's Office"", 'agency overview': 'Agency overview', 'formed': 'December\xa015,\xa01992', 'headquarters': 'Calle 55 № 10-32/46Bogotá, Colombia', 'annual budget': 'COP$101,674,740,000(est. 2007)[1]COP$232,102,004,172(est. 2010)[2]', 'agency executive': 'Jorge Armando Otálora Gómez, Ombudsman', 'parent agency': 'Office of the Inspector General', 'website': 'www.defensoria.org.co'}"
Colombia,Geographic Institute Agustín Codazzi,13 August 1935,"The Geographic Institute Agustín Codazzi, is the entity of the Government of Colombia responsible for producing the official maps and basic cartography of Colombia, and managing the national cadastral infrastructure and the national soil survey.",www.igac.gov.co,"Carrera 30 № 48-51Bogotá, D.C., Colombia",,"{'Instituto Geográfico Agustín Codazzi': 'Instituto Geográfico Agustín Codazzi', nan: nan, 'Agency overview': 'Agency overview', 'Formed': '13\xa0August\xa01935', 'Headquarters': 'Carrera 30 № 48-51Bogotá, D.C., Colombia', 'Annual budget': 'COP$144,386,875,000(est. 2010)[1]', 'Agency executive': 'Iván Darío Gómez Guzmán, General Director', 'Parent agency': 'National Administrative Department of Statistics (DANE)', 'Website': 'www.igac.gov.co'}"
Colombia,Colombia Migration,"October 31, 2011[1]",Colombia Migration is Colombia's border control agency responsible for monitoring and carrying out migratory control within the framework of national sovereignty and in accordance with the law.,Website,"Bogotá, Colombia",Jurisdictional structure,"{'formed': 'October 31, 2011[1]', 'preceding agencies': 'Administrative Department of SecurityAeronautica Civil', 'jurisdictional structure': 'Jurisdictional structure', 'national agency': 'Colombia', 'operations jurisdiction': 'Colombia', 'governing body': 'Government of Colombia', 'constituting instrument': 'Decreto 4062/2011', 'specialist jurisdiction': 'National border patrol, security, and integrity.', 'operational structure': 'Operational structure', 'overviewed by': 'Ministry of Foreign Affairs', 'headquarters': 'Bogotá, Colombia', 'minister responsible': 'Claudia Blum, Minister of Foreign Affairs', 'agency executive': 'Juan Francisco Espinosa Palacios, Director[2]', 'website': 'Website', 'http://www.migracioncolombia.gov.co/': 'http://www.migracioncolombia.gov.co/'}"
